web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,item_page_title,item_page_link,availability,name_1,url_1,name_2,Product_Description,Brand_Description,url,name,price_1,product_color,product_sizes,product_size,Product_Details_-_Fabric,Product_Details_-_Crown,brand_description,Product_Details_-_Brim,Product_Details_-_Shell,Product_Details_-_Care,highPrice,lowPrice,sku,image_1,sku_4,price_2,sku_1,image_2
"1771961268-1","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm?offset=3700","Previous Price $415.00","KIMEZE","Miremba Sunglasses","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761239173879_2-0._QL90_UX1128_.jpg","KIMEZEMiremba SunglassesPrevious Price $415.00Sale Price $249.00","https://www.shopbop.com/miremba-kimeze/vp/v=1/1505214815.htm?os=false&breadcrumb=Shop+Women%27s%3EJewelry+%26+Accessories&folderID=13539&colorSin=2056105616&fm=browse-page-web&ref_=SB_PLP_PDP_W_ACCES_13539_NB_100","","KIMEZE","KIMEZE","Miremba Sunglasses","KIMEZEMiremba Sunglasses","Jewelry & AccessoriesSunglasses & EyewearKIMEZE Jewelry & AccessoriesKIMEZE Sunglasses & EyewearKIMEZEMiremba SunglassesOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Shop The LookKIMEZE Miremba SunglassesAdd to My DesignersMiremba SunglassesPrevious Price $415.00Sale Price $249.00$249.00  (40% off)Color: TanBrand Sizing: USOne SizeSign In To Set Back-In-Stock NotificationAdd To Bag+ Add To Wish ListSize & FitWidth: 5.75in / 14.5cm
Lens Width: 54mm
Bridge: 21mm
Arms: 150mm
Height: 1.75in / 4.7cmWidth: 5.75in / 14.5cm
Lens Width: 54mm
Bridge: 21mm
Arms: 150mm
Height: 1.75in / 4.7cmDetailsHardshell case includedRound frameNon-polarized lensesMade in ItalyAcetate framePlastic lensesStyle #KMEZE30038Shipping & ReturnsFree shipping on all U.S. orders. View all Shopbop shipping infoFREE Returns if return is dropped off and scanned by the carrier within 15 days delivery date.$10 Label Fee per order if return is dropped off and scanned by the carrier 16-30 days after delivery date.Returns NOT accepted if return is dropped off beyond 30 days after delivery date. View all Shopbop returns infoOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.You Also Might LikeShop AllKIMEZEMiremba SunglassesPrevious Price $415.00Sale Price $249.00KIMEZEMiremba SunglassesPrevious Price $415.00Sale Price $249.00KIMEZEOre SunglassesPrevious Price $300.00Sale Price $180.00IllestevaBellagio A SunglassesPrevious Price $250.00Sale Price $125.00KIMEZEGabriel 2 SunglassesPrevious Price $445.00Sale Price $222.50GARRETT LEIGHTHampton X Sunglasses$455.00Le SpecsHeart Throb Sunglasses$70.00IllestevaComo Sunglasses$240.00IllestevaLeonard Havana Sunglasses$220.00IllestevaPortofino Sunglasses$230.00The AtticoAttico83 Sunglasses$300.00Luv LouThe Freddie SunglassesPrevious Price $180.00Sale Price $90.00Luv LouThe Freddie Sunglasses$180.00Ray-Ban0RB4429 Sunglasses$195.00IllestevaShirley 51 Sunglasses$220.0024 MoreItemsShop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.More from KIMEZEKIMEZEGabriel 2 Sunglasses$445.00Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Wear It WithFedeliRaglan Sleeve Crew Neck SweaterPrevious Price $395.00Sale Price $158.00Anastasia Beverly HillsMagic Touch Blush Trio$38.00Augustinus BaderThe Lip Balm$47.00Anastasia Beverly HillsBrow Freeze Gel$26.00Augustinus BaderThe Rich Cream$315.00HerbivoreCloud Jelly Serum$58.00","KIMEZE","Miremba Sunglasses","$249.00","Color: Tan","One Size","One Size","Hardshell case included","Round frame","","Non-polarized lenses","Made in Italy","Acetate frame","249.00","249.00","KMEZE3003811841314","","KMEZE30038","","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761239173879_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761239175434_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761334496000_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761239175297_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kmeze/kmeze3003811841/kmeze3003811841_1761239174987_2-0._QL90_UX1128_.jpg"
"1771961273-2","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm?offset=3700","Previous Price $150.00","Maison Irem","Coca Necklace","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mirem/mirem3039011de9/mirem3039011de9_1758641953042_2-0._QL90_UX1128_.jpg","Maison IremCoca NecklacePrevious Price $150.00Sale Price $90.00","https://www.shopbop.com/coca-necklace-maison-irem/vp/v=1/1510042289.htm?os=false&breadcrumb=Shop+Women%27s%3EJewelry+%26+Accessories&folderID=13539&colorSin=2081001256&fm=browse-page-web&ref_=SB_PLP_PDP_W_ACCES_13539_NB_99","","Maison Irem","Maison Irem","Coca Necklace","Maison IremCoca Necklace","Jewelry & AccessoriesJewelryNecklacesMaison Irem Jewelry & AccessoriesMaison Irem JewelryMaison IremCoca NecklaceOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Shop The LookMaison Irem Coca NecklaceAdd to My DesignersCoca NecklacePrevious Price $150.00Sale Price $90.00$90.00  (40% off)Color: PinkBrand Sizing: USOne SizeSign In To Set Back-In-Stock NotificationAdd To Bag+ Add To Wish ListSize & FitLength: 32.25in / 82.0cmLength: 32.25in / 82.0cmDetailsSeashell pendant Synthetic cordFreshwater cultured pearls18k gold plateLobster claw claspImported, TurkeyStyle #MIREM30390Shipping & ReturnsFree shipping on all U.S. orders. View all Shopbop shipping infoFREE Returns if return is dropped off and scanned by the carrier within 15 days delivery date.$10 Label Fee per order if return is dropped off and scanned by the carrier 16-30 days after delivery date.Returns NOT accepted if return is dropped off beyond 30 days after delivery date. View all Shopbop returns infoOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.You Also Might LikeShop AllMAYAMAROnyx Shell NecklacePrevious Price $130.00Sale Price $78.00Brinker + ElizaSeptember NecklacePrevious Price $228.00Sale Price $159.60GorjanaGigi Stripe NecklacePrevious Price $75.00Sale Price $45.00Bea BongiascaNecklacePrevious Price $1,300.00Sale Price $780.00Elsie FriedaNeon Golden Hour NecklacePrevious Price $125.00Sale Price $62.50SHASHIElla Gemstone Necklace$187.00Roxanne AssoulinThe Flower Meets The Pearl NecklacePrevious Price $135.00Sale Price $81.00Maison IremFrangi NecklacePrevious Price $190.00Sale Price $114.00Elizabeth ColeInes Necklace$263.00Heaven MayhemAster Black Necklace$110.00JuliettaCoquille NecklacePrevious Price $275.00Sale Price $165.00MAYAMARTurquoise Beaded Heart NecklacePrevious Price $128.00Sale Price $76.80GorjanaPoppy Gem NecklacePrevious Price $75.00Sale Price $45.00Anni LuLucky Star NecklacePrevious Price $194.00Sale Price $62.08Clare V.Barrel Chain Necklace with CharmPrevious Price $200.00Sale Price $100.0057 MoreItemsShop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.More from Maison IremShop AllMaison IremBalloon Initial Letter Necklace$230.00+8Maison IremAthens Necklace$280.00Maison IremDonna Necklace$180.00Maison IremTropical Necklace$180.00Maison IremNimet Necklace$120.00Maison IremNecklace Beat it$170.00Maison IremNungwi Necklace$190.00Maison IremSadet Necklace$140.00Maison IremSeabelle Earrings$150.00Maison IremSadet Earrings$130.00Maison IremNimet Earrings$120.00Maison IremSolea Earrings$170.00Maison IremIndigo Earrings$130.00Maison IremPearl Anklet$120.00Maison IremCorsica NecklacePrevious Price $150.00Sale Price $75.00Shop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Wear It WithASKK NYShrunken Boy Tee$115.00Citizens of HumanityGazette Puzzle V Neck SweaterPrevious Price $598.00Sale Price $299.00Enza CostaRelaxed Straight Leg JeansPrevious Price $450.00Sale Price $180.00GoopGoopBeauty Hydra-Barrier Gel Gloss$30.00WonderblushLe Baume Tinted Lip Balm$28.00About the BrandMaison Irem was launched in Amsterdam in 2013 by Irem Sesigur in response to a problem that motivates many designers: Sesigur just couldn’t find jewelry anywhere that was just right for her. Which makes sense, because thanks to its signature mix of playfulness and elegant, thoughtful design, there is something one-of-a-kind about Maison Irem jewelry. When exploring the label’s assortment, you’ll find necklaces that juxtapose classic pearls with punky safety pins, colorful friendship bracelets, eye-catching signet rings, and beyond—all pieces that are perfect for anyone interested in taking a break from everyday accessorizing and blazing their own trail.","Maison Irem","Coca Necklace","$90.00","Color: Pink","One Size","One Size","Seashell pendant","Synthetic cord","Maison Irem was launched in Amsterdam in 2013 by Irem Sesigur in response to a problem that motivates many designers: Sesigur just couldn’t find jewelry anywhere that was just right for her. Which makes sense, because thanks to its signature mix of playfulness and elegant, thoughtful design, there is something one-of-a-kind about Maison Irem jewelry. When exploring the label’s assortment, you’ll find necklaces that juxtapose classic pearls with punky safety pins, colorful friendship bracelets, eye-catching signet rings, and beyond—all pieces that are perfect for anyone interested in taking a break from everyday accessorizing and blazing their own trail.","Freshwater cultured pearls","18k gold plate","Lobster claw clasp","90.00","90.00","MIREM3039011DE9314","","MIREM30390","","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mirem/mirem3039011de9/mirem3039011de9_1758641953042_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mirem/mirem3039011de9/mirem3039011de9_1758641953602_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mirem/mirem3039011de9/mirem3039011de9_1758641953026_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mirem/mirem3039011de9/mirem3039011de9_1758641953159_2-0._QL90_UX1128_.jpg"
"1771961278-3","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm?offset=3700","Previous Price $420.00","Acne Studios","Volly Alpaca Scarf","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3244757942/acndb3244757942_1759168097803_2-0._QL90_UX1128_.jpg","Designer BoutiqueAcne StudiosVolly Alpaca ScarfPrevious Price $420.00Sale Price $252.00","https://www.shopbop.com/volly-acne-studios/vp/v=1/1590540326.htm?os=false&breadcrumb=Shop+Women%27s%3EJewelry+%26+Accessories&folderID=13539&colorSin=2059731472&fm=browse-page-web&ref_=SB_PLP_PDP_W_ACCES_13539_DB_98","","Acne Studios","Acne Studios","Volly Alpaca Scarf","Acne StudiosVolly Alpaca Scarf","Jewelry & AccessoriesScarves & WrapsAcne Studios Jewelry & AccessoriesAcne Studios Scarves / WrapsAcne StudiosVolly Alpaca ScarfOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Shop The LookAcne Studios Volly Alpaca ScarfAdd to My DesignersVolly Alpaca ScarfPrevious Price $420.00Sale Price $252.00$252.00  (40% off)Color: Grey/Light GreyBrand Sizing: USOne SizeSign In To Set Back-In-Stock NotificationAdd To Bag+ Add To Wish ListSize & FitWidth: 10.25in / 26cm
Length: 86.5in / 220cmWidth: 10.25in / 26cm
Length: 86.5in / 220cmDetailsFabric: Lightweight brushed knitFringe trimLogo tagShell: 50% alpaca/30% wool/20% nylonMade in ItalyStyle #ACNDB32447Shipping & ReturnsFree shipping on all U.S. orders. View all Shopbop shipping infoFREE Returns if return is dropped off and scanned by the carrier within 15 days delivery date.$10 Label Fee per order if return is dropped off and scanned by the carrier 16-30 days after delivery date.Returns NOT accepted if return is dropped off beyond 30 days after delivery date. View all Shopbop returns infoOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.You Also Might LikeShop AllAcne StudiosVenus 1996 New ScarfPrevious Price $320.00Sale Price $224.00Acne StudiosVenus Check 1996 Rws ScarfPrevious Price $390.00Sale Price $234.00Acne StudiosVally Solid ScarfSale price ranging from $224.00to retail price of $320.00Acne StudiosCanada Cancan Rws ScarfSale price ranging from $180.00to retail price of $300.00VinceChunky Marl ScarfPrevious Price $228.00Sale Price $136.80Acne StudiosVally Solid Scarf$350.00+2GANNIDouble Face Wool Solid Scarf$215.00LE BOPViola Scarf$188.00Polo Ralph LaurenPlaid Twill Scarf$168.00LISA YANGParis Cashmere Scarf$497.45Acne StudiosVally Solid Embroidered Winter Scarf$380.00rag & boneAmy Hooded Scarf$298.00Hat AttackCozy Solid Scarf$94.00LE BOPAzura Scarf$228.00RenggliWool Twill Scarf$275.0016 MoreItemsShop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.More from Acne StudiosShop AllAcne StudiosPansy Face Yak Beanie$190.00Acne StudiosFlanneled Hooded Top$670.00Acne StudiosCuffed Denim Trousers$1,000.00Acne StudiosGraphic T Shirt$580.00Acne StudiosVasco Teddy Silk Scarf$450.00Acne StudiosBarrel Leg Trousers$700.00Acne StudiosCamero Party Shoulder Bag$1,950.00Acne StudiosLeather Ankle Booties$900.00Acne Studios1981 Casual Trousers$850.00Acne StudiosLogo Shoulder Tote Bag$950.00Acne Studios1981 Denim Trousers$950.00Acne StudiosGraphic T-Shirt$410.00Acne StudiosBeverly Lux Kitten Heels$730.00Acne Studios2022 Distressed Jeans$620.00Acne StudiosLeather Bomber Jacket$2,900.00Shop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Wear It WithAcne StudiosTeddy Animation Crewneck Sweater$800.00GoopGoopBeauty Hydra-Barrier Gel Gloss$30.00OLIVIAUMMAPudding Calming Cream$48.00GoopColorblur Glow Balm$34.00About the BrandStockholm-based Acne Studios has forged a multidisciplinary path in the fashion world, carving out a corner in apparel design as well as magazines, books, exhibitions, and furniture. Led by founder and creative director Jonny Johansson, Acne clothing and shoes have become cult favorites among the fashion elite, who have reached for Acne denim since the label’s inception as a raw-denim line in 1997. Johansson’s eye for tailored classics and eclectic use of materials informs Acne’s stand-out personality, which in turn gives its wearers a modern framework for individuality.","Acne Studios","Volly Alpaca Scarf","$252.00","Color: Grey/Light Grey","One Size","One Size","Fabric: Lightweight brushed knit","Fringe trim","Stockholm-based Acne Studios has forged a multidisciplinary path in the fashion world, carving out a corner in apparel design as well as magazines, books, exhibitions, and furniture. Led by founder and creative director Jonny Johansson, Acne clothing and shoes have become cult favorites among the fashion elite, who have reached for Acne denim since the label’s inception as a raw-denim line in 1997. Johansson’s eye for tailored classics and eclectic use of materials informs Acne’s stand-out personality, which in turn gives its wearers a modern framework for individuality.","Logo tag","Shell: 50% alpaca/30% wool/20% nylon","Made in Italy","252.00","252.00","ACNDB3244757942314","","ACNDB32447","","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3244757942/acndb3244757942_1759168097803_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3244757942/acndb3244757942_1759168096822_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/acndb/acndb3244757942/acndb3244757942_1759168097881_2-0._QL90_UX1128_.jpg"
"1771961281-4","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm?offset=3700","Previous Price $85.00","Lele Sadoughi","Loop Earrings","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/leles/leles313161f420/leles313161f420_1757356622226_2-0._QL90_UX1128_.jpg","Lele SadoughiLoop EarringsPrevious Price $85.00Sale Price $51.00","https://www.shopbop.com/loop-earrings-lele-sadoughi/vp/v=1/1553003898.htm?os=false&breadcrumb=Shop+Women%27s%3EJewelry+%26+Accessories&folderID=13539&colorSin=2063767855&fm=browse-page-web&ref_=SB_PLP_PDP_W_ACCES_13539_NB_97","","Lele Sadoughi","Lele Sadoughi","Loop Earrings","Lele SadoughiLoop Earrings","Jewelry & AccessoriesJewelryEarringsLele Sadoughi Jewelry & AccessoriesLele Sadoughi JewelryLele SadoughiLoop EarringsOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Shop The LookLele Sadoughi Loop EarringsAdd to My DesignersLoop EarringsPrevious Price $85.00Sale Price $51.00$51.00  (40% off)Color: Pearl 100Brand Sizing: USOne SizeSign In To Set Back-In-Stock NotificationAdd To Bag+ Add To Wish ListSize & FitLength: 1.25in / 3.0cmLength: 1.25in / 3.0cmDetailsImitation pearlsPost closureImported, ChinaStyle #LELES31316Shipping & ReturnsFree shipping on all U.S. orders. View all Shopbop shipping infoFREE Returns if return is dropped off and scanned by the carrier within 15 days delivery date.$10 Label Fee per order if return is dropped off and scanned by the carrier 16-30 days after delivery date.Returns NOT accepted if return is dropped off beyond 30 days after delivery date. View all Shopbop returns infoOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.You Also Might LikeShop AllSHASHIVroom Pearl Earrings$187.00SHASHINuit Blanche Earrings$98.00SHASHITriple Pearl Drop Earrings$88.00AGMESPearl Stud Earrings$190.00Roxanne AssoulinStatement Pearl EarringsPrevious Price $90.00Sale Price $45.00By Adina Eden14k Dangling Baroque Pearl Stud Earrings$198.00SHASHIFleur de Cleo Earrings$128.00Tory BurchMoondance Pearl Front-Back Earrings$170.00BaubleBarNina Earrings$38.00Deepa GurnaniDeepa by Deepa Gurnani Sahana EarringsPrevious Price $60.00Sale Price $42.00Clare V.Croissant Studs$75.00LELET NYBriar Crystal Statement Earrings$268.00BaubleBarMadeline Earrings$44.00Jennifer BehrVanna Earrings$225.00Cult GaiaAtum EarringsPrevious Price $198.00Sale Price $99.0066 MoreItemsShop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.More from Lele SadoughiShop AllLele SadoughiBaroque Collar Necklace$125.00Lele SadoughiLily Claw Clip$38.00Lele SadoughiLily Claw Clip$38.00Lele SadoughiRaffia Bessette Headband$65.00Lele SadoughiJackson Hole Beanie$168.00Lele SadoughiDiana Triple Row Necklace$275.00Lele SadoughiLeopard Square Satin Scarf$48.00Lele SadoughiMini Crystal Claw Clip$45.00Lele SadoughiLarge Crystal Claw Clip$59.00Lele SadoughiOpen Weave Embellished Bucket Hat$185.00Lele SadoughiOversized Polka Dot Scrunchie$50.00Lele SadoughiFaux Leather Peplum Belt$175.00Lele SadoughiAlice Polka Dot Headband$85.00Lele SadoughiMini Polka Dot Claw Clip$45.00Lele SadoughiGenie Acetate Hair Tie$45.00Shop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Wear It WithrabanneBeaded PulloverPrevious Price $1,090.00Sale Price $436.00About the BrandDesigner Lele Sadoughi has followed a uniquely winding path to where she is today. The Dallas native started out studying advertising at the University of Texas—and then changed things up completely, heading to Italy for art courses and to London for sketching and draping at Central Saint Martins. Eventually, after stints at Rebecca Taylor, Ippolita, J.Crew, and Tory Burch, Sadoughi was ready to launch her namesake collection of Lele Sadoughi jewelry. As fun and color-drenched as they are elegant, Lele Sadoughi earrings and rings quickly become the feature of any look—and trust us, with these pieces, that’s exactly what you want.","Lele Sadoughi","Loop Earrings","$51.00","Color: Pearl 100","One Size","One Size","Imitation pearls","Post closure","Designer Lele Sadoughi has followed a uniquely winding path to where she is today. The Dallas native started out studying advertising at the University of Texas—and then changed things up completely, heading to Italy for art courses and to London for sketching and draping at Central Saint Martins. Eventually, after stints at Rebecca Taylor, Ippolita, J.Crew, and Tory Burch, Sadoughi was ready to launch her namesake collection of Lele Sadoughi jewelry. As fun and color-drenched as they are elegant, Lele Sadoughi earrings and rings quickly become the feature of any look—and trust us, with these pieces, that’s exactly what you want.","Imported, China","","","51.00","51.00","LELES313161F420314","","LELES31316","","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/leles/leles313161f420/leles313161f420_1757356622226_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/leles/leles313161f420/leles313161f420_1757356622385_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/leles/leles313161f420/leles313161f420_1757356622266_2-0._QL90_UX1128_.jpg"
"1771961286-5","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm","https://www.shopbop.com/jewelry-accessories/br/v=1/13539.htm?offset=3700","Previous Price $200.00","Kenneth Jay Lane","Jet Dots Hinged Oval Bracelet","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kjlan/kjlan415272754f/kjlan415272754f_1759959125507_2-0._QL90_UX1128_.jpg","Kenneth Jay LaneJet Dots Hinged Oval BraceletPrevious Price $200.00Sale Price $120.00","https://www.shopbop.com/jet-dots-hinged-oval-bracelet/vp/v=1/1504393929.htm?os=false&breadcrumb=Shop+Women%27s%3EJewelry+%26+Accessories&folderID=13539&colorSin=2076105608&fm=browse-page-web&ref_=SB_PLP_PDP_W_ACCES_13539_NB_96","","Kenneth Jay Lane","Kenneth Jay Lane","Jet Dots Hinged Oval Bracelet","Kenneth Jay LaneJet Dots Hinged Oval Bracelet","Jewelry & AccessoriesJewelryBraceletsKenneth Jay Lane Jewelry & AccessoriesKenneth Jay Lane JewelryKenneth Jay LaneJet Dots Hinged Oval BraceletOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Oops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Shop The LookKenneth Jay Lane Jet Dots Hinged Oval BraceletAdd to My DesignersJet Dots Hinged Oval BraceletPrevious Price $200.00Sale Price $120.00$120.00  (40% off)Color: Turquoise/Ruby/Emerald/PearlBrand Sizing: USOne SizeSign In To Set Back-In-Stock NotificationAdd To Bag+ Add To Wish ListSize & FitLength: 2.75in / 7.0cmLength: 2.75in / 7.0cmDetailsFaux resin crystal embellishmentsImitation pearls18k gold plated brassHinged cuffImported, ChinaStyle #KJLAN41527Shipping & ReturnsFree shipping on all U.S. orders. View all Shopbop shipping infoFREE Returns if return is dropped off and scanned by the carrier within 15 days delivery date.$10 Label Fee per order if return is dropped off and scanned by the carrier 16-30 days after delivery date.Returns NOT accepted if return is dropped off beyond 30 days after delivery date. View all Shopbop returns infoOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.You Also Might LikeShop AllKenneth Jay LaneHammered Hinged Cuff Bracelet$200.00Lele SadoughiDiana Triple Row BraceletPrevious Price $225.00Sale Price $135.00Kenneth Jay LaneGold Cuff$180.00Anni LuHi Ho Silver BraceletPrevious Price $212.00Sale Price $106.00EttikaHidden Gem Cuff In Turquoise$95.00GAS BijouxGold Plated Bracelet$210.00Kenneth Jay LaneThick Polished Gold Hinged Cuff BraceletPrevious Price $150.00Sale Price $105.00Anni LuDakota BraceletPrevious Price $106.00Sale Price $53.00Brinker + ElizaTwist Bracelet$118.00GAS BijouxBr Sari Metal Strass O BraceletPrevious Price $195.00Sale Price $117.00EttikaWavy Days Cuff$60.00GAS BijouxZanzifull BraceletPrevious Price $105.00Sale Price $52.50By Adina EdenMolten Texture Gold Cuff BanglePrevious Price $125.00Sale Price $50.00Heaven MayhemMatilda Cuff$100.00Kenneth Jay LaneCrystal Stones Domed Bangle$200.005 MoreItemsShop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.More from Kenneth Jay LaneShop AllKenneth Jay LaneMulti-Color Pendant Necklace$80.00Kenneth Jay LaneRound Wood Ball Necklace$75.00Kenneth Jay LaneOlivine Teardrop Bottom Earrings$115.00Kenneth Jay LaneStrawberry Pendant Necklace$150.00Kenneth Jay LaneAntique Gold Fish Necklace$150.00Kenneth Jay LaneOyster Pendant Necklace$125.00Kenneth Jay LaneShell Drop Pierced Earrings$65.00Kenneth Jay LaneSilver Tapered Hoop Pierced Earrings$60.00Kenneth Jay LaneSilver Crystal Teardrop Pierced Earrings$59.00Kenneth Jay LaneLock Pendant Necklace$150.00Kenneth Jay LaneFaceted Square Stone Earrings$60.00Kenneth Jay LaneRectangle Stone Pierced Earrings$90.00Kenneth Jay LaneRectangle Stone Pierced Earrings$90.00Kenneth Jay LaneTwo-Tone Gold and Silver Knot Pierced Earrings$50.00Kenneth Jay LaneTeardrop Bottom Earrings$115.00Shop AllOops! You've run out of room for more hearts.Visit Mys to clear out your old favorites and make room for new ones.Wear It WithALIGNENatalie Skirt$149.00Natura BisseDiamond Extreme Moisturizer$420.00Anastasia Beverly HillsMagic Touch Blush Trio$38.00WonderblushLa Laque Tinted Lip Oil$25.00About the BrandIn a word, Kenneth Jay Lane's jewelry is glamorous. Each piece is innovative and imaginative, consistently proving that costume jewelry can be as beautiful as the real thing. ""Elegance, luxury, and good taste never go out of style,"" says the Michigan-born designer who creates each style with the everyday woman in mind. Accessible yet enchanting, Kenneth Jay Lane's impressive collections have caught the eyes of such classic beauties as Jackie Onassis, Audrey Hepburn, Sarah Jessica Parker, and Nicole Kidman.","Kenneth Jay Lane","Jet Dots Hinged Oval Bracelet","$120.00","Color: Turquoise/Ruby/Emerald/Pearl","One Size","One Size","Faux resin crystal embellishments","Imitation pearls","In a word, Kenneth Jay Lane's jewelry is glamorous. Each piece is innovative and imaginative, consistently proving that costume jewelry can be as beautiful as the real thing. ""Elegance, luxury, and good taste never go out of style,"" says the Michigan-born designer who creates each style with the everyday woman in mind. Accessible yet enchanting, Kenneth Jay Lane's impressive collections have caught the eyes of such classic beauties as Jackie Onassis, Audrey Hepburn, Sarah Jessica Parker, and Nicole Kidman.","18k gold plated brass","Hinged cuff","Imported, China","120.00","120.00","KJLAN415272754F314","","KJLAN41527","","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kjlan/kjlan415272754f/kjlan415272754f_1759959125507_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kjlan/kjlan415272754f/kjlan415272754f_1759959125684_2-0._QL90_UX1128_.jpg
https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kjlan/kjlan415272754f/kjlan415272754f_1759959125582_2-0._QL90_UX1128_.jpg"
