web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,item_page_title,item_page_link,data_1,data_2,Product_Color,Product_Size,image_1
"1771962907-148","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€91.58","Think Royln","Original Bum Bag","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/think/think30243267aa/think30243267aa_1755038850932_2-0._QL90_UX1128_.jpg","","","Think RoylnOriginal Bum Bag€91.58","https://www.shopbop.com/bum-bag-original-think-royln/vp/v=1/1571077302.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2059503909&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_53","Think Royln","Original Bum Bag","Glossy Chocolate","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/think/think30243267aa/think30243267aa_1755038850932_2-0._QL90_UX1128_.jpg"
"1771962913-149","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€2,026.62","rabanne","Sac A Main","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/pacoo/pacoo30800209bb/pacoo30800209bb_1752243328594_2-0._QL90_UX1128_.jpg","","","Designer BoutiquerabanneSac A Main€2,026.62","https://www.shopbop.com/sac-main-rabanne/vp/v=1/1500042933.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2099916968&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_52","rabanne","Sac A Main","Black / Gold","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/pacoo/pacoo30800209bb/pacoo30800209bb_1752243328594_2-0._QL90_UX1128_.jpg"
"1771962917-150","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€202.66","Vee Collective","Porter Tote Mini Matte Black","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/veeco/veeco300512144f/veeco300512144f_1708458992279_2-0._QL90_UX1128_.jpg","","","Vee CollectivePorter Tote Mini Matte Black€202.66","https://www.shopbop.com/porter-tote-mini-matt-black/vp/v=1/1560503632.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2000364880&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_NB_51","Vee Collective","Porter Tote Mini Matte Black","Matt Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/veeco/veeco300512144f/veeco300512144f_1708458992279_2-0._QL90_UX1128_.jpg"
"1771962921-151","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,403.37","Lemaire","Medium Croissant Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lemai/lemai3037722b0d/lemai3037722b0d_1746138064717_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueLemaireMedium Croissant Bag€1,403.37","https://www.shopbop.com/medium-croissant-bag-lemaire/vp/v=1/1572211364.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2040265136&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_50","Lemaire","Medium Croissant Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lemai/lemai3037722b0d/lemai3037722b0d_1746138064717_2-0._QL90_UX1128_.jpg"
"1771962924-152","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€4,197.40","What Goes Around Comes Around","Chanel Black Suede Chevron Envelope Flap Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb392931071b/wgadb392931071b_1738697655395_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Black Suede Chevron Envelope Flap Bag€4,197.40","https://www.shopbop.com/chanel-black-suede-chevron-envelope/vp/v=1/1511257296.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2079158108&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_49","What Goes Around Comes Around","Chanel Black Suede Chevron Envelope Flap Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb392931071b/wgadb392931071b_1738697655395_2-0._QL90_UX1128_.jpg"
"1771962928-153","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€3,349.44","What Goes Around Comes Around","Chanel Black Calfskin On The Road Large Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb399621071b/wgadb399621071b_1755613183308_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundChanel Black Calfskin On The Road Large Bag€3,349.44","https://www.shopbop.com/chanel-black-calfskin-road-large/vp/v=1/1554943827.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2048679827&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_48","What Goes Around Comes Around","Chanel Black Calfskin On The Road Large Bag","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb399621071b/wgadb399621071b_1755613183308_2-0._QL90_UX1128_.jpg"
"1771962931-154","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€2,331.89","What Goes Around Comes Around","Dior Multi Trotter Rasta Double Saddle Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb39976102cb/wgadb39976102cb_1755622458444_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueWhat Goes Around Comes AroundDior Multi Trotter Rasta Double Saddle Bag€2,331.89","https://www.shopbop.com/dior-multi-trotter-rasta-double/vp/v=1/1542989866.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2099260106&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_47","What Goes Around Comes Around","Dior Multi Trotter Rasta Double Saddle Bag","Multi","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/wgadb/wgadb39976102cb/wgadb39976102cb_1755622458444_2-0._QL90_UX1128_.jpg"
"1771962934-155","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€975.15","Shopbop Archive","Prada Shoulder Bag","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3374111de9/sbadb3374111de9_1755370898505_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueShopbop ArchivePrada Shoulder Bag€975.15","https://www.shopbop.com/prada-shoulder-bag-leather-shopbop/vp/v=1/1561363444.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2083906100&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_46","Shopbop Archive","Prada Shoulder Bag","Pink","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sbadb/sbadb3374111de9/sbadb3374111de9_1755370898505_2-0._QL90_UX1128_.jpg"
"1771962940-156","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,662.00","Maison Margiela","Glam Slam Wallet On Chain","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/margi/margi411751071b/margi411751071b_1752530632973_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueMaison MargielaGlam Slam Wallet On Chain€1,662.00","https://www.shopbop.com/glam-slam-wallet-chain-maison/vp/v=1/1584937726.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2006809742&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_45","Maison Margiela","Glam Slam Wallet On Chain","Black","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/margi/margi411751071b/margi411751071b_1752530632973_2-0._QL90_UX1128_.jpg"
"1771962944-157","https://www.shopbop.com/bags/br/v=1/13505.htm","https://www.shopbop.com/bags/br/v=1/13505.htm?offset=1300","€1,687.44","Proenza Schouler","Large Chelsea Tote","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2080210401/prosh2080210401_1719003758519_2-0._QL90_UX1128_.jpg","","","Designer BoutiqueProenza SchoulerLarge Chelsea Tote€1,687.44","https://www.shopbop.com/large-chelsea-tote-proenza-schouler/vp/v=1/1581123428.htm?os=false&breadcrumb=Shop+Women%27s%3EBags&folderID=13505&colorSin=2023591130&fm=browse-page-web&ref_=SB_PLP_PDP_W_BAGS_13505_DB_44","Proenza Schouler","Large Chelsea Tote","Saddle","One Size","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/prosh/prosh2080210401/prosh2080210401_1719003758519_2-0._QL90_UX1128_.jpg"
