product_page_url,product_name,brand_name,retailer,product_description,color,original_price,sale_price,product_image_url,size_availability,product_code,scraped_at
https://www.shopbop.com/supermoto-mary-jane-stuart-weitzman/vp/v=1/1558074311.htm,Supermoto Mary Jane Flats,Stuart Weitzman,Shopbop,,Luxe Saddle,$450.00,$180.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/stuar/stuar2154224e44/stuar2154224e44_1747686262840_2-0.jpg,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11",STUAR21542,2026-02-21T19:18:43.872Z
https://www.shopbop.com/wave-sport-sequins-stella-mccartney/vp/v=1/1505512504.htm,S-Wave Sport Sequins Flats,Stella McCartney,Shopbop,,Silver,$725.00,$290.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/stela/stela2226112208/stela2226112208_1751581420404_2-0.jpg,"35, 36, 37, 38, 39, 40, 41",STELA22261,2026-02-21T19:18:43.872Z
https://www.shopbop.com/kisty-ferragamo/vp/v=1/1534007483.htm,Kisty Boots,FERRAGAMO,Shopbop,,Tmoro,"$1,250.00",$500.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/ferrg/ferrg3225010855/ferrg3225010855_1755899551734_2-0.jpg,"6, 7, 7.5, 8, 8.5, 9, 9.5, 10",FERRG32250,2026-02-21T19:18:43.872Z
https://www.shopbop.com/atiny-isabel-marant/vp/v=1/1540072795.htm,Atiny Boots,Isabel Marant,Shopbop,,Cognac,"$1,350.00",$540.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/ismdb/ismdb3227813711/ismdb3227813711_1755214863610_2-0.jpg,"35, 36, 37, 38, 39, 40",ISMDB32278,2026-02-21T19:18:43.872Z
https://www.shopbop.com/clara-croco-strap-pump-cinq/vp/v=1/1510539581.htm,Clara Croco T Strap Pumps,Cinq à Sept,Shopbop,,Black,$465.00,$186.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/cinqa/cinqa3173922b0d/cinqa3173922b0d_1756321049462_2-0.jpg,"35, 36, 37, 37.5, 38, 38.5, 39, 40, 41",CINQA31739,2026-02-21T19:18:43.872Z
https://www.shopbop.com/sneakelyse-alter-suede-stella-mccartney/vp/v=1/1528576747.htm,Sneak-Elyse Alter Suede Sneakers,Stella McCartney,Shopbop,,Pecan,$895.00,$358.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/stela/stela222751ab06/stela222751ab06_1754690537561_2-0.jpg,"35, 36, 37, 37.5, 38, 38.5, 39, 40",STELA22275,2026-02-21T19:18:43.872Z
https://www.shopbop.com/boogie-cowboy-bootie-aquazzura/vp/v=1/1510711445.htm,Boogie Cowboy Booties 70mm,Aquazzura,Shopbop,,Camel,"$1,195.00",$478.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/aqudb/aqudb311741a3ac/aqudb311741a3ac_1749758484192_2-0.jpg,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 41",AQUDB31174,2026-02-21T19:18:43.872Z
https://www.shopbop.com/liona-loafer-sam-edelman/vp/v=1/1509871373.htm,Liona Loafers,Sam Edelman,Shopbop,,Black/Cafe Noir,$160.00,$64.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/samed/samed42613254d9/samed42613254d9_1754689116061_2-0.jpg,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11",SAMED42613,2026-02-21T19:18:43.872Z
https://www.shopbop.com/samina-wrap-around-heel-boot/vp/v=1/1554075360.htm,Samina Wrap Around Heel Boots,Cinq à Sept,Shopbop,,golden sienna,$695.00,$278.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/cinqa/cinqa31741253b3/cinqa31741253b3_1757979132459_2-0.jpg,"36, 36.5, 37, 37.5, 38, 38.5, 39, 40, 41",CINQA31741,2026-02-21T19:18:43.872Z
https://www.shopbop.com/serina-sneaker-dolce-vita/vp/v=1/1517369257.htm,Serina Sneakers,Dolce Vita,Shopbop,,Ivory Suede,$140.00,$56.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/dolce/dolce413851f5bc/dolce413851f5bc_1762898685344_2-0.jpg,"5, 6, 7, 8, 9, 10, 11",DOLCE41385,2026-02-21T19:18:43.872Z
https://www.shopbop.com/nadia-heeled-loafer-35mm-31/vp/v=1/1599980128.htm,Nadia Heeled Loafers 35mm,3.1 Phillip Lim,Shopbop,,Chocolate,$525.00,$210.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/phlii/phlii2596711141/phlii2596711141_1751578726287_2-0.jpg,"37, 39, 41",PHLII25967,2026-02-21T19:18:43.872Z
https://www.shopbop.com/ophelia-boot-aemery/vp/v=1/1537010777.htm,Ophelia Boots,A.EMERY,Shopbop,,Black Suede,$790.00,$316.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/aemer/aemer3005914320/aemer3005914320_1754689608773_2-0.jpg,"35, 36, 37, 38, 39, 40",AEMER30059,2026-02-21T19:18:43.872Z
https://www.shopbop.com/glove-mary-jane-mansur-gavriel/vp/v=1/1549765616.htm,Glove Mary Jane Flats,Mansur Gavriel,Shopbop,,Silver,$495.00,$198.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/mandb/mandb30598235d8/mandb30598235d8_1748994701623_2-0.jpg,"36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 41",MANDB30598,2026-02-21T19:18:43.872Z
https://www.shopbop.com/dance-mary-jane-mansur-gavriel/vp/v=1/1540188423.htm,Dance Mary Jane Flats,Mansur Gavriel,Shopbop,,Light Cipria,$395.00,$158.00,https://m.media-amazon.com/images/G/01/shopbop/prod/products/mandb/mandb30564242c4/mandb30564242c4_1743174797089_2-0.jpg,"36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 41",MANDB30564,2026-02-21T19:18:43.872Z
