web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,image4,item_page_title,item_page_link,data_1,data_2,Product_Name,image_1
"1771964455-63","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €210.29","AMO","Alexis Skirt with Raw Cut Hem","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3050657525/amooo3050657525_1740413500933_2-0._QL90_UX1128_.jpg","","","","AMOAlexis Skirt with Raw Cut HemPrevious Price €210.29Sale Price €42.06","https://www.shopbop.com/alexis-skirt-raw-cut-hem/vp/v=1/1558883927.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2060853525&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_38","AMO","Alexis Skirt with Raw Cut Hem","AMOAlexis Skirt with Raw Cut Hem","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3050657525/amooo3050657525_1740413500933_2-0._QL90_UX1128_.jpg"
"1771964458-64","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €66.99","Good American","Always Fits Classic Bikini Bottoms","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311732447e/gamer311732447e_1746734801055_2-0._QL90_UX1128_.jpg","","","","Good AmericanAlways Fits Classic Bikini BottomsPrevious Price €66.99Sale Price €13.40","https://www.shopbop.com/always-fits-classic-bikini-bottom/vp/v=1/1549803908.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2069815131&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_37","Good American","Always Fits Classic Bikini Bottoms","Good AmericanAlways Fits Classic Bikini Bottoms","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311732447e/gamer311732447e_1746734801055_2-0._QL90_UX1128_.jpg"
"1771964461-65","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €66.99","Good American","Always Fits Triangle Bikini Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311752447e/gamer311752447e_1746734811104_2-0._QL90_UX1128_.jpg","","","","Good AmericanAlways Fits Triangle Bikini TopPrevious Price €66.99Sale Price €13.40","https://www.shopbop.com/always-fits-triangle-bikini-top/vp/v=1/1567592405.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2078012460&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_36","Good American","Always Fits Triangle Bikini Top","Good AmericanAlways Fits Triangle Bikini Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer311752447e/gamer311752447e_1746734811104_2-0._QL90_UX1128_.jpg"
"1771964464-66","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €184.86","Reformation","Mariela Linen Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/refor/refor41783102ca/refor41783102ca_1747346889241_2-0._QL90_UX1128_.jpg","","","","ReformationMariela Linen DressPrevious Price €184.86Sale Price €36.97","https://www.shopbop.com/mariela-linen-dress-reformation/vp/v=1/1590389491.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2054749844&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_35","Reformation","Mariela Linen Dress","ReformationMariela Linen Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/refor/refor41783102ca/refor41783102ca_1747346889241_2-0._QL90_UX1128_.jpg"
"1771964467-67","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €214.53","Saylor","Lex Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/saylo/saylo304751a28f/saylo304751a28f_1751917884805_2-0._QL90_UX1128_.jpg","","","","SaylorLex Mini DressPrevious Price €214.53Sale Price €42.91","https://www.shopbop.com/lex-wreath-embroidery-mini-dress/vp/v=1/1531304778.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2001276842&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_34","Saylor","Lex Mini Dress","SaylorLex Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/saylo/saylo304751a28f/saylo304751a28f_1751917884805_2-0._QL90_UX1128_.jpg"
"1771964469-68","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €117.02","Stateside","Linen Cropped Tube Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sside/sside3065727995/sside3065727995_1749055951177_2-0._QL90_UX1128_.jpg","","","","StatesideLinen Cropped Tube TopPrevious Price €117.02Sale Price €23.40","https://www.shopbop.com/linen-cropped-tube-top-stateside/vp/v=1/1598968017.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2091291233&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_33","Stateside","Linen Cropped Tube Top","StatesideLinen Cropped Tube Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sside/sside3065727995/sside3065727995_1749055951177_2-0._QL90_UX1128_.jpg"
"1771964472-69","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €546.93","Dur Doux","Zara Crystal Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/durdo/durdo30086239fa/durdo30086239fa_1746651505725_2-0._QL90_UX1128_.jpg","","","","Dur DouxZara Crystal Mini DressPrevious Price €546.93Sale Price €109.39","https://www.shopbop.com/zara-crystal-mini-dress-dur/vp/v=1/1558765673.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2007897491&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_32","Dur Doux","Zara Crystal Mini Dress","Dur DouxZara Crystal Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/durdo/durdo30086239fa/durdo30086239fa_1746651505725_2-0._QL90_UX1128_.jpg"
"1771964474-70","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €83.10","Faherty","Dune Cotton Gauze Popover Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/faher/faher3102124b0c/faher3102124b0c_1748969644251_2-0._QL90_UX1128_.jpg","","","","FahertyDune Cotton Gauze Popover TopPrevious Price €83.10Sale Price €16.62","https://www.shopbop.com/dune-cotton-gauze-popover-faherty/vp/v=1/1505697712.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2001375578&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_31","Faherty","Dune Cotton Gauze Popover Top","FahertyDune Cotton Gauze Popover Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/faher/faher3102124b0c/faher3102124b0c_1748969644251_2-0._QL90_UX1128_.jpg"
"1771964477-71","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €74.62","LE BOP","Martha Top","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013589555/lebop3013589555_1747948303738_2-0._QL90_UX1128_.jpg","","","","ExclusiveLE BOPMartha TopPrevious Price €74.62Sale Price €14.92","https://www.shopbop.com/martha-top-le-bop/vp/v=1/1582713901.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2068302731&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_30","LE BOP","Martha Top","LE BOPMartha Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3013589555/lebop3013589555_1747948303738_2-0._QL90_UX1128_.jpg"
"1771964480-72","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €97.52","FARM Rio","Summer Fruit Scarf Top","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/farmr/farmr3119810cd7/farmr3119810cd7_1746739968969_2-0._QL90_UX1128_.jpg","","","","ExclusiveFARM RioSummer Fruit Scarf TopPrevious Price €97.52Sale Price €19.50","https://www.shopbop.com/summer-fruit-scarf-off-white/vp/v=1/1584614850.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2090085699&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_29","FARM Rio","Summer Fruit Scarf Top","FARM RioSummer Fruit Scarf Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/farmr/farmr3119810cd7/farmr3119810cd7_1746739968969_2-0._QL90_UX1128_.jpg"
"1771964483-73","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €267.11","XIRENA","Emmanuelle Pants","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/xiren/xiren3108878120/xiren3108878120_1745518641890_2-0._QL90_UX1128_.jpg","","","","XIRENAEmmanuelle PantsPrevious Price €267.11Sale Price €53.42","https://www.shopbop.com/emmanuelle-pant-xirena/vp/v=1/1570703038.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2012037099&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_28","XIRENA","Emmanuelle Pants","XIRENAEmmanuelle Pants","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/xiren/xiren3108878120/xiren3108878120_1745518641890_2-0._QL90_UX1128_.jpg"
"1771964486-74","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €419.74","Cara Cara","Claudine Mini Dress","Editors’ Pick","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccara/ccara303072565d/ccara303072565d_1747339840297_2-0._QL90_UX1128_.jpg","","","","Editors’ PickCara CaraClaudine Mini DressPrevious Price €419.74Sale Price €83.95","https://www.shopbop.com/claudine-mini-cara/vp/v=1/1524879517.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2008395467&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EP_27","Cara Cara","Claudine Mini Dress","Cara CaraClaudine Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccara/ccara303072565d/ccara303072565d_1747339840297_2-0._QL90_UX1128_.jpg"
"1771964488-75","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €169.59","87Origins","Kaleidoscope Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse30310102c9/eitse30310102c9_1750964352165_2-0._QL90_UX1128_.jpg","","","","87OriginsKaleidoscope DressPrevious Price €169.59Sale Price €33.92","https://www.shopbop.com/kaleidoscope-dress-87origins/vp/v=1/1555903419.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2054517316&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_26","87Origins","Kaleidoscope Dress","87OriginsKaleidoscope Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse30310102c9/eitse30310102c9_1750964352165_2-0._QL90_UX1128_.jpg"
"1771964491-76","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €139.91","SIMKHAI","Hawkins Tank Top","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jondb/jondb3169687884/jondb3169687884_1745619559698_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueSIMKHAIHawkins Tank TopPrevious Price €139.91Sale Price €27.98","https://www.shopbop.com/hawkins-tank-top-simkhai/vp/v=1/1552259374.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2021368528&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_25","SIMKHAI","Hawkins Tank Top","SIMKHAIHawkins Tank Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jondb/jondb3169687884/jondb3169687884_1745619559698_2-0._QL90_UX1128_.jpg"
"1771964494-77","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €261.17","Birds of Paradis","Vera Pants","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30351252e9/bpara30351252e9_1749049614340_2-0._QL90_UX1128_.jpg","","","","Birds of ParadisVera PantsPrevious Price €261.17Sale Price €52.23","https://www.shopbop.com/su25-w1401-vera-pant-birds/vp/v=1/1560387471.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2065358343&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_24","Birds of Paradis","Vera Pants","Birds of ParadisVera Pants","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30351252e9/bpara30351252e9_1749049614340_2-0._QL90_UX1128_.jpg"
"1771964497-78","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €235.73","Birds of Paradis","Ivy Shirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30353252e9/bpara30353252e9_1749050350830_2-0._QL90_UX1128_.jpg","","","","Birds of ParadisIvy ShirtPrevious Price €235.73Sale Price €47.15","https://www.shopbop.com/su25-w1473-ivy-shirt-birds/vp/v=1/1519784468.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2053256690&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_23","Birds of Paradis","Ivy Shirt","Birds of ParadisIvy Shirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30353252e9/bpara30353252e9_1749050350830_2-0._QL90_UX1128_.jpg"
"1771964499-79","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €337.49","Veronica Beard","Gabriela Top","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vbear/vbear328761d6a1/vbear328761d6a1_1751400729619_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueVeronica BeardGabriela TopPrevious Price €337.49Sale Price €67.50","https://www.shopbop.com/gabriela-top-veronica-beard/vp/v=1/1500441585.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2007741647&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_22","Veronica Beard","Gabriela Top","Veronica BeardGabriela Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vbear/vbear328761d6a1/vbear328761d6a1_1751400729619_2-0._QL90_UX1128_.jpg"
"1771964502-80","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €749.60","AnOnlyChild","Cliff Jacket","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/onlyc/onlyc3001428574/onlyc3001428574_1743097072628_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueAnOnlyChildCliff JacketPrevious Price €749.60Sale Price €149.92","https://www.shopbop.com/cliff-jacket-anonlychild/vp/v=1/1500022885.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2016715351&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_21","AnOnlyChild","Cliff Jacket","AnOnlyChildCliff Jacket","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/onlyc/onlyc3001428574/onlyc3001428574_1743097072628_2-0._QL90_UX1128_.jpg"
"1771964504-81","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €76.32","Ragged Priest","Gator Knit Vest","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rapri/rapri3002437087/rapri3002437087_1743684917356_2-0._QL90_UX1128_.jpg","","","","Ragged PriestGator Knit VestPrevious Price €76.32Sale Price €15.26","https://www.shopbop.com/gator-knit-ragged-priest/vp/v=1/1525392340.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2037994235&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_20","Ragged Priest","Gator Knit Vest","Ragged PriestGator Knit Vest","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rapri/rapri3002437087/rapri3002437087_1743684917356_2-0._QL90_UX1128_.jpg"
"1771964507-82","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €422.28","Figue","Poppy Skirt","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071011714/figue3071011714_1743341007534_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueFiguePoppy SkirtPrevious Price €422.28Sale Price €84.46","https://www.shopbop.com/poppy-skirt-figue/vp/v=1/1534791685.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2092744651&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_19","Figue","Poppy Skirt","FiguePoppy Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071011714/figue3071011714_1743341007534_2-0._QL90_UX1128_.jpg"
"1771964510-83","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €252.69","Figue","Alta Top","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071611714/figue3071611714_1743344338444_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueFigueAlta TopPrevious Price €252.69Sale Price €50.54","https://www.shopbop.com/alta-top-figue/vp/v=1/1550518329.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2038918023&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_18","Figue","Alta Top","FigueAlta Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071611714/figue3071611714_1743344338444_2-0._QL90_UX1128_.jpg"
"1771964512-84","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €250.15","Fleur du Mal","Sofia Thong Bodysuit","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma310201a530/fduma310201a530_1750966189590_2-0._QL90_UX1128_.jpg","","","","Fleur du MalSofia Thong BodysuitPrevious Price €250.15Sale Price €50.03","https://www.shopbop.com/sofia-bodysuit-fleur-du-mal/vp/v=1/1585460392.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2000985263&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_17","Fleur du Mal","Sofia Thong Bodysuit","Fleur du MalSofia Thong Bodysuit","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma310201a530/fduma310201a530_1750966189590_2-0._QL90_UX1128_.jpg"
"1771964515-85","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €236.58","SLVRLAKE","Worker Mini Skirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30349217a1/slvrl30349217a1_1747233437303_2-0._QL90_UX1128_.jpg","","","","SLVRLAKEWorker Mini SkirtPrevious Price €236.58Sale Price €47.32","https://www.shopbop.com/worker-mini-slvrlake/vp/v=1/1543938568.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2036850643&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_16","SLVRLAKE","Worker Mini Skirt","SLVRLAKEWorker Mini Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30349217a1/slvrl30349217a1_1747233437303_2-0._QL90_UX1128_.jpg"
"1771964517-86","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €211.99","The Garment","Tanzania Mini Tee","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3002922b0d/garme3002922b0d_1751320387380_2-0._QL90_UX1128_.jpg","","","","The GarmentTanzania Mini TeePrevious Price €211.99Sale Price €42.40","https://www.shopbop.com/tanzania-mini-tee-garment/vp/v=1/1530396932.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2091209080&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_15","The Garment","Tanzania Mini Tee","The GarmentTanzania Mini Tee","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3002922b0d/garme3002922b0d_1751320387380_2-0._QL90_UX1128_.jpg"
"1771964520-87","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €326.46","Apiece Apart","Mini Mitte Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305262485c/apiec305262485c_1744154069434_2-0._QL90_UX1128_.jpg","","","","Apiece ApartMini Mitte DressPrevious Price €326.46Sale Price €65.29","https://www.shopbop.com/mini-mitte-dress-apiece-apart/vp/v=1/1572870860.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2010182197&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_14","Apiece Apart","Mini Mitte Dress","Apiece ApartMini Mitte Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305262485c/apiec305262485c_1744154069434_2-0._QL90_UX1128_.jpg"
"1771964523-88","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €250.15","B Sides","Marcel Culotte Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside301021d683/bside301021d683_1747341323491_2-0._QL90_UX1128_.jpg","","","","B SidesMarcel Culotte ShortsPrevious Price €250.15Sale Price €50.03","https://www.shopbop.com/marcel-culotte-short-b-sides/vp/v=1/1595541994.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2063140340&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_13","B Sides","Marcel Culotte Shorts","B SidesMarcel Culotte Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside301021d683/bside301021d683_1747341323491_2-0._QL90_UX1128_.jpg"
"1771964525-89","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €89.88","LSPACE","Savannah Bottoms","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159614533/lspce4159614533_1747949265185_2-0._QL90_UX1128_.jpg","","","","LSPACESavannah BottomsPrevious Price €89.88Sale Price €17.98","https://www.shopbop.com/savannah-bottom-lspace/vp/v=1/1507075029.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2017157139&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_12","LSPACE","Savannah Bottoms","LSPACESavannah Bottoms","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159614533/lspce4159614533_1747949265185_2-0._QL90_UX1128_.jpg"
"1771964528-90","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €93.28","LSPACE","Effie Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159514533/lspce4159514533_1748369422351_2-0._QL90_UX1128_.jpg","","","","LSPACEEffie TopPrevious Price €93.28Sale Price €18.66","https://www.shopbop.com/effie-top-lspace/vp/v=1/1540192238.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2088803815&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_11","LSPACE","Effie Top","LSPACEEffie Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159514533/lspce4159514533_1748369422351_2-0._QL90_UX1128_.jpg"
"1771964531-91","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €244.21","Arianne Elmy","La Denim Bubble Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aelmy/aelmy3004111554/aelmy3004111554_1747062119525_2-0._QL90_UX1128_.jpg","","","","Arianne ElmyLa Denim Bubble DressPrevious Price €244.21Sale Price €48.84","https://www.shopbop.com/bubble-dress-denim-arianne-elmy/vp/v=1/1502664709.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2005939136&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_10","Arianne Elmy","La Denim Bubble Dress","Arianne ElmyLa Denim Bubble Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aelmy/aelmy3004111554/aelmy3004111554_1747062119525_2-0._QL90_UX1128_.jpg"
"1771964535-92","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000","Previous Price €134.83","Good American","Good Petite Straight Jeans","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3127524e55/gamer3127524e55_1747340639217_2-0._QL90_UX1128_.jpg","","","","Good AmericanGood Petite Straight JeansPrevious Price €134.83Sale Price €26.97","https://www.shopbop.com/good-petite-straight-jeans-american/vp/v=1/1536757424.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2010015863&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_9","Good American","Good Petite Straight Jeans","Good AmericanGood Petite Straight Jeans","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3127524e55/gamer3127524e55_1747340639217_2-0._QL90_UX1128_.jpg"
