web_scraper_order,web_scraper_start_url,pagination,price,data,data2,title,image,image2,image3,image4,item_page_title,item_page_link,data_1,data_2,Product_Name,image_1
"1771964805-190","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €117.87","Madison the Label","Tamika Maxi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab3001212281/mtlab3001212281_1744244968394_2-0._QL90_UX1128_.jpg","","","","Madison the LabelTamika Maxi DressPrevious Price €117.87Sale Price €23.57","https://www.shopbop.com/tamika-maxi-dress-madison-label/vp/v=1/1554881516.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2019937366&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_11","Madison the Label","Tamika Maxi Dress","Madison the LabelTamika Maxi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab3001212281/mtlab3001212281_1744244968394_2-0._QL90_UX1128_.jpg"
"1771964808-191","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €151.78","BARDOT","Razia One Shoulder Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt301411f9e3/bardt301411f9e3_1749157179175_2-0._QL90_UX1128_.jpg","","","","BARDOTRazia One Shoulder Mini DressPrevious Price €151.78Sale Price €30.36","https://www.shopbop.com/razia-one-shoulder-mini-dress/vp/v=1/1558782196.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2032268968&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_10","BARDOT","Razia One Shoulder Mini Dress","BARDOTRazia One Shoulder Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bardt/bardt301411f9e3/bardt301411f9e3_1749157179175_2-0._QL90_UX1128_.jpg"
"1771964810-192","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €1,399.13","Marni","Poplin Flared Dress","Designer Boutique","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb3140758845/mardb3140758845_1752849723946_2-0._QL90_UX1128_.jpg","","","","Designer BoutiqueMarniPoplin Flared DressPrevious Price €1,399.13Sale Price €279.83","https://www.shopbop.com/midi-dress-marni/vp/v=1/1548053085.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2074974283&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_9","Marni","Poplin Flared Dress","MarniPoplin Flared Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mardb/mardb3140758845/mardb3140758845_1752849723946_2-0._QL90_UX1128_.jpg"
"1771964813-193","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €233.19","Suzie Kondi","Banker Boxer Shorts","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kondi/kondi30154248d8/kondi30154248d8_1743692558571_2-0._QL90_UX1128_.jpg","","","","Suzie KondiBanker Boxer ShortsPrevious Price €233.19Sale Price €46.64","https://www.shopbop.com/banker-boxer-short-suzie-kondi/vp/v=1/1554501089.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2080475658&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_8","Suzie Kondi","Banker Boxer Shorts","Suzie KondiBanker Boxer Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kondi/kondi30154248d8/kondi30154248d8_1743692558571_2-0._QL90_UX1128_.jpg"
"1771964816-194","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €244.21","AMO","Josephine Pants","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3051112687/amooo3051112687_1747754641044_2-0._QL90_UX1128_.jpg","","","","AMOJosephine PantsPrevious Price €244.21Sale Price €48.84","https://www.shopbop.com/a287862-josephine-amo/vp/v=1/1511118039.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2000665792&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_7","AMO","Josephine Pants","AMOJosephine Pants","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amooo/amooo3051112687/amooo3051112687_1747754641044_2-0._QL90_UX1128_.jpg"
"1771964818-195","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €152.63","87Origins","Ijo Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse3031312116/eitse3031312116_1750950966739_2-0._QL90_UX1128_.jpg","","","","87OriginsIjo DressPrevious Price €152.63Sale Price €30.53","https://www.shopbop.com/ijo-dress-87origins/vp/v=1/1594742517.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2026761035&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_6","87Origins","Ijo Dress","87OriginsIjo Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse3031312116/eitse3031312116_1750950966739_2-0._QL90_UX1128_.jpg"
"1771964820-196","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €145.85","Pixie Market","Stripe Ruffle Jumpsuit","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/pixie/pixie3011311158/pixie3011311158_1747087543383_2-0._QL90_UX1128_.jpg","","","","Pixie MarketStripe Ruffle JumpsuitPrevious Price €145.85Sale Price €29.17","https://www.shopbop.com/stripe-ruffle-jumpsuit-pixie-market/vp/v=1/1509614657.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2011612443&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_5","Pixie Market","Stripe Ruffle Jumpsuit","Pixie MarketStripe Ruffle Jumpsuit","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/pixie/pixie3011311158/pixie3011311158_1747087543383_2-0._QL90_UX1128_.jpg"
"1771964823-197","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €75.47","RESA","Ollie Skirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3007810642/resaa3007810642_1748463120941_2-0._QL90_UX1128_.jpg","","","","RESAOllie SkirtPrevious Price €75.47Sale Price €15.09","https://www.shopbop.com/ollie-skirt-resa/vp/v=1/1508865327.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2075155402&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_4","RESA","Ollie Skirt","RESAOllie Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa3007810642/resaa3007810642_1748463120941_2-0._QL90_UX1128_.jpg"
"1771964826-198","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €127.19","Bella Venice","The Kat Mini Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni3000023293/bveni3000023293_1750447215421_2-0._QL90_UX1128_.jpg","","","","Bella VeniceThe Kat Mini DressPrevious Price €127.19Sale Price €25.44","https://www.shopbop.com/kat-mini-dress-bella-venice/vp/v=1/1538088316.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2006616162&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_3","Bella Venice","The Kat Mini Dress","Bella VeniceThe Kat Mini Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bveni/bveni3000023293/bveni3000023293_1750447215421_2-0._QL90_UX1128_.jpg"
"1771964829-199","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €193.33","LE BOP","Ribbed Cardigan","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3003745187/lebop3003745187_1744131938054_2-0._QL90_UX1128_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3003745187/lebop3003745187_1744072070605_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3003766078/lebop3003766078_1744072060085_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","","ExclusiveLE BOPRibbed CardiganPrevious Price €193.33Sale Price €38.67","https://www.shopbop.com/ribbed-cardigan-le-bop/vp/v=1/1596989311.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2070469373&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_2","LE BOP","Ribbed Cardigan","LE BOPRibbed Cardigan","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3003745187/lebop3003745187_1744131938054_2-0._QL90_UX1128_.jpg"
"1771964831-200","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=16900","Previous Price €190.79","Sea","Finnley Football Graphic Cropped T-Shirt","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/seaaa/seaaa223961c3c8/seaaa223961c3c8_1749697299014_2-1._QL90_UX1128_.jpg","","","","ExclusiveSeaFinnley Football Graphic Cropped T-ShirtPrevious Price €190.79Sale Price €38.16","https://www.shopbop.com/finnley-football-graphic-cropped-shirt/vp/v=1/1549207536.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2067761004&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_1","Sea","Finnley Football Graphic Cropped T-Shirt","SeaFinnley Football Graphic Cropped T-Shirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/seaaa/seaaa223961c3c8/seaaa223961c3c8_1749697299014_2-1._QL90_UX1128_.jpg"
"1771966376-201","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €150.94","Joe's Jeans","The Flocked Velvet Mini Skirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/joesj/joesj4130392960/joesj4130392960_1758051961012_2-0._QL90_UX1128_.jpg","","","","Joe's JeansThe Flocked Velvet Mini SkirtPrevious Price €150.94Sale Price €75.47","https://www.shopbop.com/mini-skirt-flocked-joes-jeans/vp/v=1/1559698211.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2093536526&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_100","Joe's Jeans","The Flocked Velvet Mini Skirt","Joe's JeansThe Flocked Velvet Mini Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/joesj/joesj4130392960/joesj4130392960_1758051961012_2-0._QL90_UX1128_.jpg"
"1771966379-202","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €218.77","Joe's Jeans","The Lady Like Flocked Velvet Jacket","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/joesj/joesj4129892960/joesj4129892960_1758051956878_2-0._QL90_UX1128_.jpg","","","","Joe's JeansThe Lady Like Flocked Velvet JacketPrevious Price €218.77Sale Price €131.26","https://www.shopbop.com/lady-like-jacket-flocked-joes/vp/v=1/1557432006.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2065063692&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_99","Joe's Jeans","The Lady Like Flocked Velvet Jacket","Joe's JeansThe Lady Like Flocked Velvet Jacket","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/joesj/joesj4129892960/joesj4129892960_1758051956878_2-0._QL90_UX1128_.jpg"
"1771966382-203","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €296.79","ALICE + OLIVIA","Carter Stitch Pleat Mini Skirt","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice4708712702/alice4708712702_1759941734299_2-0._QL90_UX1128_.jpg","","","","ALICE + OLIVIACarter Stitch Pleat Mini SkirtPrevious Price €296.79Sale Price €178.07","https://www.shopbop.com/carter-stitch-plt-mini-skirt/vp/v=1/1574027228.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2056339586&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_98","ALICE + OLIVIA","Carter Stitch Pleat Mini Skirt","ALICE + OLIVIACarter Stitch Pleat Mini Skirt","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice4708712702/alice4708712702_1759941734299_2-0._QL90_UX1128_.jpg"
"1771966385-204","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €504.54","ALICE + OLIVIA","Landon Cropped Box Jacket","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice4708512702/alice4708512702_1759768791218_2-0._QL90_UX1128_.jpg","","","","ALICE + OLIVIALandon Cropped Box JacketPrevious Price €504.54Sale Price €302.72","https://www.shopbop.com/landon-cropped-box-jacket-trim/vp/v=1/1559497275.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2049926918&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_97","ALICE + OLIVIA","Landon Cropped Box Jacket","ALICE + OLIVIALandon Cropped Box Jacket","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice4708512702/alice4708512702_1759768791218_2-0._QL90_UX1128_.jpg"
"1771966388-205","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €504.54","A.L.C.","Esme Faux Fur Jacket","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alccc/alccc4300715318/alccc4300715318_1758658367819_2-0._QL90_UX1128_.jpg","","","","A.L.C.Esme Faux Fur JacketPrevious Price €504.54Sale Price €302.72","https://www.shopbop.com/esme-jacket-alc/vp/v=1/1518359298.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2064528303&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_96","A.L.C.","Esme Faux Fur Jacket","A.L.C.Esme Faux Fur Jacket","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alccc/alccc4300715318/alccc4300715318_1758658367819_2-0._QL90_UX1128_.jpg"
"1771966391-206","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €296.79","Lingua Franca","Bowery Oversized Patch Cardigan","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lingu/lingu3006212070/lingu3006212070_1764107866529_2-0._QL90_UX1128_.jpg","","","","Lingua FrancaBowery Oversized Patch CardiganPrevious Price €296.79Sale Price €178.07","https://www.shopbop.com/bowery-oversized-patch-cardigan-lingua/vp/v=1/1566119782.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2090369422&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_95","Lingua Franca","Bowery Oversized Patch Cardigan","Lingua FrancaBowery Oversized Patch Cardigan","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lingu/lingu3006212070/lingu3006212070_1764107866529_2-0._QL90_UX1128_.jpg"
"1771966394-207","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €156.87","The Garment","Bree Long Sleeve Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3003122b0d/garme3003122b0d_1759349863728_2-0._QL90_UX1128_.jpg","","","","The GarmentBree Long Sleeve TopPrevious Price €156.87Sale Price €94.12","https://www.shopbop.com/bree-long-garment/vp/v=1/1555377867.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2092707847&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_94","The Garment","Bree Long Sleeve Top","The GarmentBree Long Sleeve Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3003122b0d/garme3003122b0d_1759349863728_2-0._QL90_UX1128_.jpg"
"1771966397-208","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €108.54","Eberjey","Softest Sweats Straight Pants","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eberj/eberj4235218995/eberj4235218995_1757971588939_2-0._QL90_UX1128_.jpg","","","","EberjeySoftest Sweats Straight PantsPrevious Price €108.54Sale Price €65.12","https://www.shopbop.com/softest-sweats-straight-pant-eberjey/vp/v=1/1518931916.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2078793961&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_93","Eberjey","Softest Sweats Straight Pants","EberjeySoftest Sweats Straight Pants","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eberj/eberj4235218995/eberj4235218995_1757971588939_2-0._QL90_UX1128_.jpg"
"1771966399-209","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €100.06","Eberjey","Softest Sweats Pullover","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eberj/eberj4235418995/eberj4235418995_1757965528396_2-0._QL90_UX1128_.jpg","","","","EberjeySoftest Sweats PulloverPrevious Price €100.06Sale Price €60.04","https://www.shopbop.com/softest-sweats-pullover-eberjey/vp/v=1/1534919493.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2092905873&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_92","Eberjey","Softest Sweats Pullover","EberjeySoftest Sweats Pullover","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eberj/eberj4235418995/eberj4235418995_1757965528396_2-0._QL90_UX1128_.jpg"
"1771966403-210","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €74.62","LE BOP","Valerie Pointelle Shorts","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3008930390/lebop3008930390_1749151299877_2-0._QL90_UX1128_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3008930390/lebop3008930390_1749151299623_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3008911876/lebop3008911876_1749148268395_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3008911531/lebop3008911531_1748959748387_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","ExclusiveLE BOPValerie Pointelle ShortsPrevious Price €74.62Sale Price from €14.92to €29.85","https://www.shopbop.com/valerie-pointelle-short-le-bop/vp/v=1/1534521806.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2030181145&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_91","LE BOP","Valerie Pointelle Shorts","LE BOPValerie Pointelle Shorts","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3008930390/lebop3008930390_1749151299877_2-0._QL90_UX1128_.jpg"
"1771966406-211","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €66.14","LE BOP","Luna Pointelle Tank","Exclusive","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3009010495/lebop3009010495_1748994697451_2-0._QL90_UX1128_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3009010495/lebop3009010495_1748994697977_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3009011531/lebop3009011531_1748897768646_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop30090178b4/lebop30090178b4_1749221858670_2-0._UR90,86_CR7,5,76,76_QL90_UX76_.jpg","ExclusiveLE BOPLuna Pointelle TankPrevious Price €66.14Sale Price from €13.23to €16.54","https://www.shopbop.com/luna-pointelle-tank-le-bop/vp/v=1/1597952382.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2078605828&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_90","LE BOP","Luna Pointelle Tank","LE BOPLuna Pointelle Tank","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lebop/lebop3009010495/lebop3009010495_1748994697451_2-0._QL90_UX1128_.jpg"
"1771966409-212","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €589.33","CAROLINE CONSTAS","Aria Midi Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccons/ccons3097622b0d/ccons3097622b0d_1759163189291_2-0._QL90_UX1128_.jpg","","","","CAROLINE CONSTASAria Midi DressPrevious Price €589.33Sale Price €353.60","https://www.shopbop.com/aria-midi-dress-caroline-constas/vp/v=1/1590617183.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2050877660&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_89","CAROLINE CONSTAS","Aria Midi Dress","CAROLINE CONSTASAria Midi Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccons/ccons3097622b0d/ccons3097622b0d_1759163189291_2-0._QL90_UX1128_.jpg"
"1771966413-213","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €360.38","ALICE + OLIVIA","Sheila Blouson Sleeve Smocked Cuff Henley Top","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice47114262cd/alice47114262cd_1758665581876_2-0._QL90_UX1128_.jpg","","","","ALICE + OLIVIASheila Blouson Sleeve Smocked Cuff Henley TopPrevious Price €360.38Sale Price €216.23","https://www.shopbop.com/sheila-blouson-slv-smocked-cuff/vp/v=1/1576264414.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2009224905&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_88","ALICE + OLIVIA","Sheila Blouson Sleeve Smocked Cuff Henley Top","ALICE + OLIVIASheila Blouson Sleeve Smocked Cuff Henley Top","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice47114262cd/alice47114262cd_1758665581876_2-0._QL90_UX1128_.jpg"
"1771966422-214","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €389.21","St. Agni","Halter Plunge Dress","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/stagn/stagn3016310719/stagn3016310719_1754690459911_2-0._QL90_UX1128_.jpg","","","","St. AgniHalter Plunge DressPrevious Price €389.21Sale Price €233.53","https://www.shopbop.com/halter-plunge-dress-st-agni/vp/v=1/1543423645.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2003052465&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_87","St. Agni","Halter Plunge Dress","St. AgniHalter Plunge Dress","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/stagn/stagn3016310719/stagn3016310719_1754690459911_2-0._QL90_UX1128_.jpg"
"1771966426-215","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €317.98","Lingua Franca","Women's Bo Bear Cotton Crewneck Sweater","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lingu/lingu3005910d92/lingu3005910d92_1759265258562_2-0._QL90_UX1128_.jpg","","","","Lingua FrancaWomen's Bo Bear Cotton Crewneck SweaterPrevious Price €317.98Sale Price €190.79","https://www.shopbop.com/womens-bear-cotton-crewneck-lingua/vp/v=1/1596360884.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2015888432&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_86","Lingua Franca","Women's Bo Bear Cotton Crewneck Sweater","Lingua FrancaWomen's Bo Bear Cotton Crewneck Sweater","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lingu/lingu3005910d92/lingu3005910d92_1759265258562_2-0._QL90_UX1128_.jpg"
"1771966430-216","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €275.59","Cinq à Sept","Pearl Rhinestone Necklace Danielle Tee","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cinqa/cinqa317641c3c5/cinqa317641c3c5_1755880839571_2-0._QL90_UX1128_.jpg","","","","Cinq à SeptPearl Rhinestone Necklace Danielle TeePrevious Price €275.59Sale Price €165.35","https://www.shopbop.com/pearl-rhinestone-necklace-danielle-tee/vp/v=1/1597002589.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2028151909&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_85","Cinq à Sept","Pearl Rhinestone Necklace Danielle Tee","Cinq à SeptPearl Rhinestone Necklace Danielle Tee","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cinqa/cinqa317641c3c5/cinqa317641c3c5_1755880839571_2-0._QL90_UX1128_.jpg"
"1771966434-217","https://www.shopbop.com/clothing/br/v=1/13266.htm","https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=13600","Previous Price €504.54","ALICE + OLIVIA","Barton Vegan Leather Bomber","","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice472561071b/alice472561071b_1759164581906_2-0._QL90_UX1128_.jpg","","","","ALICE + OLIVIABarton Vegan Leather BomberPrevious Price €504.54Sale Price €302.72","https://www.shopbop.com/barton-vgn-lthr-bomber-alice/vp/v=1/1554941385.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2079838789&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_84","ALICE + OLIVIA","Barton Vegan Leather Bomber","ALICE + OLIVIABarton Vegan Leather Bomber","https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/alice/alice472561071b/alice472561071b_1759164581906_2-0._QL90_UX1128_.jpg"
